"epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/raw_score_mean_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/raw_score_mean_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/raw_score_mean_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/raw_score_mean_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/raw_score_mean_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/raw_score_mean_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/raw_score_mean_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/raw_score_mean_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/raw_score_mean_epoch__MAX"
"73","154","154","154","0.2996395230293274","0.2996395230293274","0.2996395230293274","154","154","154","0.302670955657959","0.302670955657959","0.302670955657959","153","153","153","0.30841556191444397","0.30841556191444397","0.30841556191444397"
"74","156","156","156","0.2974858582019806","0.2974858582019806","0.2974858582019806","156","156","156","0.31059205532073975","0.31059205532073975","0.31059205532073975","155","155","155","0.29507172107696533","0.29507172107696533","0.29507172107696533"
"75","158","158","158","0.30149227380752563","0.30149227380752563","0.30149227380752563","158","158","158","0.3066825866699219","0.3066825866699219","0.3066825866699219","157","157","157","0.2951171398162842","0.2951171398162842","0.2951171398162842"
"76","160","160","160","0.29978570342063904","0.29978570342063904","0.29978570342063904","160","160","160","0.29798081517219543","0.29798081517219543","0.29798081517219543","159","159","159","0.30223652720451355","0.30223652720451355","0.30223652720451355"
"77","162","162","162","0.30444228649139404","0.30444228649139404","0.30444228649139404","162","162","162","0.29881930351257324","0.29881930351257324","0.29881930351257324","161","161","161","0.307038813829422","0.307038813829422","0.307038813829422"
"78","164","164","164","0.2983396053314209","0.2983396053314209","0.2983396053314209","164","164","164","0.2955106198787689","0.2955106198787689","0.2955106198787689","163","163","163","0.2942909002304077","0.2942909002304077","0.2942909002304077"
"79","167","167","167","0.2971377670764923","0.2971377670764923","0.2971377670764923","167","167","167","0.2964395582675934","0.2964395582675934","0.2964395582675934","166","166","166","0.30039292573928833","0.30039292573928833","0.30039292573928833"
"80","169","169","169","0.30390438437461853","0.30390438437461853","0.30390438437461853","169","169","169","0.29357829689979553","0.29357829689979553","0.29357829689979553","168","168","168","0.2992500960826874","0.2992500960826874","0.2992500960826874"
"81","171","171","171","0.305054634809494","0.305054634809494","0.305054634809494","171","171","171","0.3007449805736542","0.3007449805736542","0.3007449805736542","170","170","170","0.30005523562431335","0.30005523562431335","0.30005523562431335"
"82","173","173","173","0.3050294518470764","0.3050294518470764","0.3050294518470764","173","173","173","0.2975061237812042","0.2975061237812042","0.2975061237812042","172","172","172","0.2912464439868927","0.2912464439868927","0.2912464439868927"
"83","175","175","175","0.30132827162742615","0.30132827162742615","0.30132827162742615","175","175","175","0.30336636304855347","0.30336636304855347","0.30336636304855347","174","174","174","0.3002133369445801","0.3002133369445801","0.3002133369445801"
"84","177","177","177","0.30231863260269165","0.30231863260269165","0.30231863260269165","177","177","177","0.2987741231918335","0.2987741231918335","0.2987741231918335","176","176","176","0.2997312545776367","0.2997312545776367","0.2997312545776367"
"85","179","179","179","0.29398077726364136","0.29398077726364136","0.29398077726364136","179","179","179","0.29574355483055115","0.29574355483055115","0.29574355483055115","178","178","178","0.29822155833244324","0.29822155833244324","0.29822155833244324"
"86","181","181","181","0.2999368906021118","0.2999368906021118","0.2999368906021118","181","181","181","0.30260106921195984","0.30260106921195984","0.30260106921195984","180","180","180","0.2938658595085144","0.2938658595085144","0.2938658595085144"
"87","183","183","183","0.3086075782775879","0.3086075782775879","0.3086075782775879","183","183","183","0.29642730951309204","0.29642730951309204","0.29642730951309204","182","182","182","0.29460787773132324","0.29460787773132324","0.29460787773132324"
"88","185","185","185","0.29608842730522156","0.29608842730522156","0.29608842730522156","185","185","185","0.298658162355423","0.298658162355423","0.298658162355423","184","184","184","0.29271191358566284","0.29271191358566284","0.29271191358566284"
"89","188","188","188","0.3035242259502411","0.3035242259502411","0.3035242259502411","188","188","188","0.306498259305954","0.306498259305954","0.306498259305954","187","187","187","0.28826189041137695","0.28826189041137695","0.28826189041137695"
"90","190","190","190","0.2853507995605469","0.2853507995605469","0.2853507995605469","190","190","190","0.29717519879341125","0.29717519879341125","0.29717519879341125","189","189","189","0.29753929376602173","0.29753929376602173","0.29753929376602173"
"91","192","192","192","0.3012928366661072","0.3012928366661072","0.3012928366661072","192","192","192","0.30178847908973694","0.30178847908973694","0.30178847908973694","191","191","191","0.29260018467903137","0.29260018467903137","0.29260018467903137"
"92","194","194","194","0.2957911193370819","0.2957911193370819","0.2957911193370819","194","194","194","0.29541826248168945","0.29541826248168945","0.29541826248168945","193","193","193","0.2872592806816101","0.2872592806816101","0.2872592806816101"
"93","196","196","196","0.3004535734653473","0.3004535734653473","0.3004535734653473","196","196","196","0.2944127917289734","0.2944127917289734","0.2944127917289734","195","195","195","0.29261764883995056","0.29261764883995056","0.29261764883995056"
"94","198","198","198","0.3060619831085205","0.3060619831085205","0.3060619831085205","198","198","198","0.30351272225379944","0.30351272225379944","0.30351272225379944","197","197","197","0.29037413001060486","0.29037413001060486","0.29037413001060486"
"95","200","200","200","0.30667951703071594","0.30667951703071594","0.30667951703071594","200","200","200","0.3004012107849121","0.3004012107849121","0.3004012107849121","199","199","199","0.28055378794670105","0.28055378794670105","0.28055378794670105"
"96","202","202","202","0.31157049536705017","0.31157049536705017","0.31157049536705017","202","202","202","0.29931071400642395","0.29931071400642395","0.29931071400642395","201","201","201","0.2951890528202057","0.2951890528202057","0.2951890528202057"
"97","204","204","204","0.3010186553001404","0.3010186553001404","0.3010186553001404","204","204","204","0.3005606532096863","0.3005606532096863","0.3005606532096863","203","203","203","0.29355648159980774","0.29355648159980774","0.29355648159980774"
"98","206","206","206","0.2996468245983124","0.2996468245983124","0.2996468245983124","206","206","206","0.29593995213508606","0.29593995213508606","0.29593995213508606","205","205","205","0.2864653170108795","0.2864653170108795","0.2864653170108795"
"99","209","209","209","0.29795747995376587","0.29795747995376587","0.29795747995376587","209","209","209","0.2944304347038269","0.2944304347038269","0.2944304347038269","208","208","208","0.30143868923187256","0.30143868923187256","0.30143868923187256"
"100","211","211","211","0.2914051115512848","0.2914051115512848","0.2914051115512848","211","211","211","0.29268088936805725","0.29268088936805725","0.29268088936805725","210","210","210","0.2975776791572571","0.2975776791572571","0.2975776791572571"
"101","213","213","213","0.2995298206806183","0.2995298206806183","0.2995298206806183","213","213","213","0.2976301312446594","0.2976301312446594","0.2976301312446594","212","212","212","0.2947724461555481","0.2947724461555481","0.2947724461555481"
"102","215","215","215","0.298615425825119","0.298615425825119","0.298615425825119","215","215","215","0.29174190759658813","0.29174190759658813","0.29174190759658813","214","214","214","0.2934633791446686","0.2934633791446686","0.2934633791446686"
"103","217","217","217","0.298179030418396","0.298179030418396","0.298179030418396","217","217","217","0.3056395351886749","0.3056395351886749","0.3056395351886749","216","216","216","0.2891094982624054","0.2891094982624054","0.2891094982624054"
"104","219","219","219","0.30507180094718933","0.30507180094718933","0.30507180094718933","219","219","219","0.28883495926856995","0.28883495926856995","0.28883495926856995","218","218","218","0.2983532249927521","0.2983532249927521","0.2983532249927521"
"105","221","221","221","0.30069518089294434","0.30069518089294434","0.30069518089294434","221","221","221","0.2933361232280731","0.2933361232280731","0.2933361232280731","220","220","220","0.29847800731658936","0.29847800731658936","0.29847800731658936"
"106","223","223","223","0.3071652948856354","0.3071652948856354","0.3071652948856354","223","223","223","0.30145013332366943","0.30145013332366943","0.30145013332366943","222","222","222","0.29100242257118225","0.29100242257118225","0.29100242257118225"
"107","225","225","225","0.29702436923980713","0.29702436923980713","0.29702436923980713","225","225","225","0.2968597412109375","0.2968597412109375","0.2968597412109375","224","224","224","0.3023563325405121","0.3023563325405121","0.3023563325405121"
"108","227","227","227","0.2944629490375519","0.2944629490375519","0.2944629490375519","227","227","227","0.29624322056770325","0.29624322056770325","0.29624322056770325","226","226","226","0.29087382555007935","0.29087382555007935","0.29087382555007935"
"109","230","230","230","0.2944391667842865","0.2944391667842865","0.2944391667842865","230","230","230","0.2902950048446655","0.2902950048446655","0.2902950048446655","229","229","229","0.2987557053565979","0.2987557053565979","0.2987557053565979"
"110","232","232","232","0.2980978786945343","0.2980978786945343","0.2980978786945343","232","232","232","0.2990812361240387","0.2990812361240387","0.2990812361240387","231","231","231","0.2916482985019684","0.2916482985019684","0.2916482985019684"
"111","234","234","234","0.29564523696899414","0.29564523696899414","0.29564523696899414","234","234","234","0.3029420077800751","0.3029420077800751","0.3029420077800751","233","233","233","0.29294484853744507","0.29294484853744507","0.29294484853744507"
"112","236","236","236","0.29877910017967224","0.29877910017967224","0.29877910017967224","236","236","236","0.2888955771923065","0.2888955771923065","0.2888955771923065","235","235","235","0.2996504604816437","0.2996504604816437","0.2996504604816437"
"113","238","238","238","0.29772093892097473","0.29772093892097473","0.29772093892097473","238","238","238","0.30574607849121094","0.30574607849121094","0.30574607849121094","237","237","237","0.3011642396450043","0.3011642396450043","0.3011642396450043"
"114","240","240","240","0.3035556972026825","0.3035556972026825","0.3035556972026825","240","240","240","0.2969944179058075","0.2969944179058075","0.2969944179058075","239","239","239","0.2929924726486206","0.2929924726486206","0.2929924726486206"
"115","242","242","242","0.3050749897956848","0.3050749897956848","0.3050749897956848","242","242","242","0.3000531494617462","0.3000531494617462","0.3000531494617462","241","241","241","0.30246514081954956","0.30246514081954956","0.30246514081954956"
"116","244","244","244","0.2992119789123535","0.2992119789123535","0.2992119789123535","244","244","244","0.29036733508110046","0.29036733508110046","0.29036733508110046","243","243","243","0.305666983127594","0.305666983127594","0.305666983127594"
"117","246","246","246","0.3020660877227783","0.3020660877227783","0.3020660877227783","246","246","246","0.3106977641582489","0.3106977641582489","0.3106977641582489","245","245","245","0.30268266797065735","0.30268266797065735","0.30268266797065735"
"118","248","248","248","0.2978746294975281","0.2978746294975281","0.2978746294975281","248","248","248","0.302727609872818","0.302727609872818","0.302727609872818","247","247","247","0.30607518553733826","0.30607518553733826","0.30607518553733826"
"119","251","251","251","0.305528461933136","0.305528461933136","0.305528461933136","251","251","251","0.3020475506782532","0.3020475506782532","0.3020475506782532","250","250","250","0.2998353838920593","0.2998353838920593","0.2998353838920593"
"120","253","253","253","0.31192100048065186","0.31192100048065186","0.31192100048065186","253","253","253","0.30239132046699524","0.30239132046699524","0.30239132046699524","252","252","252","0.2984161078929901","0.2984161078929901","0.2984161078929901"
"121","255","255","255","0.30702143907546997","0.30702143907546997","0.30702143907546997","255","255","255","0.3037528097629547","0.3037528097629547","0.3037528097629547","254","254","254","0.3067861497402191","0.3067861497402191","0.3067861497402191"
"122","257","257","257","0.30245620012283325","0.30245620012283325","0.30245620012283325","257","257","257","0.3030562996864319","0.3030562996864319","0.3030562996864319","256","256","256","0.2988157868385315","0.2988157868385315","0.2988157868385315"
"123","259","259","259","0.3068832457065582","0.3068832457065582","0.3068832457065582","259","259","259","0.30005720257759094","0.30005720257759094","0.30005720257759094","258","258","258","0.30896541476249695","0.30896541476249695","0.30896541476249695"
"124","261","261","261","0.30112478137016296","0.30112478137016296","0.30112478137016296","261","261","261","0.3030373752117157","0.3030373752117157","0.3030373752117157","260","260","260","0.3018796443939209","0.3018796443939209","0.3018796443939209"
"125","263","263","263","0.31291574239730835","0.31291574239730835","0.31291574239730835","263","263","263","0.29684484004974365","0.29684484004974365","0.29684484004974365","262","262","262","0.2995457649230957","0.2995457649230957","0.2995457649230957"
"126","265","265","265","0.31432244181632996","0.31432244181632996","0.31432244181632996","265","265","265","0.30200761556625366","0.30200761556625366","0.30200761556625366","264","264","264","0.3143879473209381","0.3143879473209381","0.3143879473209381"
"127","267","267","267","0.3155319392681122","0.3155319392681122","0.3155319392681122","267","267","267","0.3047110140323639","0.3047110140323639","0.3047110140323639","266","266","266","0.29903650283813477","0.29903650283813477","0.29903650283813477"
"128","269","269","269","0.30512285232543945","0.30512285232543945","0.30512285232543945","269","269","269","0.3058825135231018","0.3058825135231018","0.3058825135231018","268","268","268","0.31106874346733093","0.31106874346733093","0.31106874346733093"
"129","272","272","272","0.3071487247943878","0.3071487247943878","0.3071487247943878","272","272","272","0.30682337284088135","0.30682337284088135","0.30682337284088135","271","271","271","0.30767571926116943","0.30767571926116943","0.30767571926116943"
"130","274","274","274","0.3027169108390808","0.3027169108390808","0.3027169108390808","274","274","274","0.3048459589481354","0.3048459589481354","0.3048459589481354","273","273","273","0.30186474323272705","0.30186474323272705","0.30186474323272705"
"131","276","276","276","0.31186357140541077","0.31186357140541077","0.31186357140541077","276","276","276","0.3051132559776306","0.3051132559776306","0.3051132559776306","275","275","275","0.30814388394355774","0.30814388394355774","0.30814388394355774"
"132","278","278","278","0.3208830952644348","0.3208830952644348","0.3208830952644348","278","278","278","0.3041452169418335","0.3041452169418335","0.3041452169418335","277","277","277","0.308154821395874","0.308154821395874","0.308154821395874"
"133","280","280","280","0.31263357400894165","0.31263357400894165","0.31263357400894165","280","280","280","0.3092486262321472","0.3092486262321472","0.3092486262321472","279","279","279","0.31167709827423096","0.31167709827423096","0.31167709827423096"
"134","282","282","282","0.3109789192676544","0.3109789192676544","0.3109789192676544","282","282","282","0.3055582642555237","0.3055582642555237","0.3055582642555237","281","281","281","0.3104955852031708","0.3104955852031708","0.3104955852031708"
"135","284","284","284","0.31112924218177795","0.31112924218177795","0.31112924218177795","284","284","284","0.30696240067481995","0.30696240067481995","0.30696240067481995","283","283","283","0.31428059935569763","0.31428059935569763","0.31428059935569763"
"136","286","286","286","0.3147197663784027","0.3147197663784027","0.3147197663784027","286","286","286","0.31181079149246216","0.31181079149246216","0.31181079149246216","285","285","285","0.3108951449394226","0.3108951449394226","0.3108951449394226"
"137","288","288","288","0.3147798776626587","0.3147798776626587","0.3147798776626587","288","288","288","0.31349417567253113","0.31349417567253113","0.31349417567253113","287","287","287","0.3097143769264221","0.3097143769264221","0.3097143769264221"
"138","290","290","290","0.318026065826416","0.318026065826416","0.318026065826416","290","290","290","0.3064155578613281","0.3064155578613281","0.3064155578613281","289","289","289","0.3095976412296295","0.3095976412296295","0.3095976412296295"
"139","293","293","293","0.32206305861473083","0.32206305861473083","0.32206305861473083","293","293","293","0.319659948348999","0.319659948348999","0.319659948348999","292","292","292","0.3149035573005676","0.3149035573005676","0.3149035573005676"
"140","295","295","295","0.3301774263381958","0.3301774263381958","0.3301774263381958","295","295","295","0.3063042163848877","0.3063042163848877","0.3063042163848877","294","294","294","0.30980929732322693","0.30980929732322693","0.30980929732322693"
"141","297","297","297","0.3247726857662201","0.3247726857662201","0.3247726857662201","297","297","297","0.30110231041908264","0.30110231041908264","0.30110231041908264","296","296","296","0.30986136198043823","0.30986136198043823","0.30986136198043823"
"142","299","299","299","0.32505035400390625","0.32505035400390625","0.32505035400390625","299","299","299","0.31122371554374695","0.31122371554374695","0.31122371554374695","298","298","298","0.3195464015007019","0.3195464015007019","0.3195464015007019"
"143","301","301","301","0.3179648816585541","0.3179648816585541","0.3179648816585541","301","301","301","0.3078688681125641","0.3078688681125641","0.3078688681125641","300","300","300","0.30916300415992737","0.30916300415992737","0.30916300415992737"
"144","303","303","303","0.3263882100582123","0.3263882100582123","0.3263882100582123","303","303","303","0.30706965923309326","0.30706965923309326","0.30706965923309326","302","302","302","0.32446253299713135","0.32446253299713135","0.32446253299713135"
"145","305","305","305","0.32037678360939026","0.32037678360939026","0.32037678360939026","305","305","305","0.31855717301368713","0.31855717301368713","0.31855717301368713","304","304","304","0.31945428252220154","0.31945428252220154","0.31945428252220154"
"146","307","307","307","0.31523194909095764","0.31523194909095764","0.31523194909095764","307","307","307","0.3130737245082855","0.3130737245082855","0.3130737245082855","306","306","306","0.3296557068824768","0.3296557068824768","0.3296557068824768"
"147","309","309","309","0.3213699758052826","0.3213699758052826","0.3213699758052826","309","309","309","0.30819132924079895","0.30819132924079895","0.30819132924079895","308","308","308","0.3189714252948761","0.3189714252948761","0.3189714252948761"
"148","311","311","311","0.31878072023391724","0.31878072023391724","0.31878072023391724","311","311","311","0.3181185722351074","0.3181185722351074","0.3181185722351074","310","310","310","0.3192005157470703","0.3192005157470703","0.3192005157470703"
"149","314","314","314","0.3288849890232086","0.3288849890232086","0.3288849890232086","314","314","314","0.3158169686794281","0.3158169686794281","0.3158169686794281","313","313","313","0.3104296326637268","0.3104296326637268","0.3104296326637268"