"epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/raw_score_max_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/raw_score_max_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/raw_score_max_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/raw_score_max_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/raw_score_max_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/raw_score_max_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/raw_score_max_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/raw_score_max_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/raw_score_max_epoch__MAX"
"73","154","154","154","0.47308140993118286","0.47308140993118286","0.47308140993118286","154","154","154","0.4924318492412567","0.4924318492412567","0.4924318492412567","153","153","153","0.430148184299469","0.430148184299469","0.430148184299469"
"74","156","156","156","0.4456327557563782","0.4456327557563782","0.4456327557563782","156","156","156","0.4230814278125763","0.4230814278125763","0.4230814278125763","155","155","155","0.46311792731285095","0.46311792731285095","0.46311792731285095"
"75","158","158","158","0.4611009359359741","0.4611009359359741","0.4611009359359741","158","158","158","0.44637465476989746","0.44637465476989746","0.44637465476989746","157","157","157","0.4273136556148529","0.4273136556148529","0.4273136556148529"
"76","160","160","160","0.45425090193748474","0.45425090193748474","0.45425090193748474","160","160","160","0.43599024415016174","0.43599024415016174","0.43599024415016174","159","159","159","0.4257833659648895","0.4257833659648895","0.4257833659648895"
"77","162","162","162","0.44091877341270447","0.44091877341270447","0.44091877341270447","162","162","162","0.46206504106521606","0.46206504106521606","0.46206504106521606","161","161","161","0.47433891892433167","0.47433891892433167","0.47433891892433167"
"78","164","164","164","0.41328155994415283","0.41328155994415283","0.41328155994415283","164","164","164","0.45347458124160767","0.45347458124160767","0.45347458124160767","163","163","163","0.4450823962688446","0.4450823962688446","0.4450823962688446"
"79","167","167","167","0.4451778531074524","0.4451778531074524","0.4451778531074524","167","167","167","0.4593951404094696","0.4593951404094696","0.4593951404094696","166","166","166","0.44579100608825684","0.44579100608825684","0.44579100608825684"
"80","169","169","169","0.4268326759338379","0.4268326759338379","0.4268326759338379","169","169","169","0.42313939332962036","0.42313939332962036","0.42313939332962036","168","168","168","0.4332575500011444","0.4332575500011444","0.4332575500011444"
"81","171","171","171","0.40270286798477173","0.40270286798477173","0.40270286798477173","171","171","171","0.4303357005119324","0.4303357005119324","0.4303357005119324","170","170","170","0.4276125133037567","0.4276125133037567","0.4276125133037567"
"82","173","173","173","0.42181798815727234","0.42181798815727234","0.42181798815727234","173","173","173","0.4313291013240814","0.4313291013240814","0.4313291013240814","172","172","172","0.4289301037788391","0.4289301037788391","0.4289301037788391"
"83","175","175","175","0.4687155485153198","0.4687155485153198","0.4687155485153198","175","175","175","0.43572577834129333","0.43572577834129333","0.43572577834129333","174","174","174","0.46268317103385925","0.46268317103385925","0.46268317103385925"
"84","177","177","177","0.5009104609489441","0.5009104609489441","0.5009104609489441","177","177","177","0.4427139163017273","0.4427139163017273","0.4427139163017273","176","176","176","0.4420110285282135","0.4420110285282135","0.4420110285282135"
"85","179","179","179","0.4930896759033203","0.4930896759033203","0.4930896759033203","179","179","179","0.4258532226085663","0.4258532226085663","0.4258532226085663","178","178","178","0.4364412724971771","0.4364412724971771","0.4364412724971771"
"86","181","181","181","0.4336942434310913","0.4336942434310913","0.4336942434310913","181","181","181","0.4493117332458496","0.4493117332458496","0.4493117332458496","180","180","180","0.4033717215061188","0.4033717215061188","0.4033717215061188"
"87","183","183","183","0.4568236768245697","0.4568236768245697","0.4568236768245697","183","183","183","0.4618268609046936","0.4618268609046936","0.4618268609046936","182","182","182","0.44933533668518066","0.44933533668518066","0.44933533668518066"
"88","185","185","185","0.5165682435035706","0.5165682435035706","0.5165682435035706","185","185","185","0.4289250075817108","0.4289250075817108","0.4289250075817108","184","184","184","0.495737761259079","0.495737761259079","0.495737761259079"
"89","188","188","188","0.42658424377441406","0.42658424377441406","0.42658424377441406","188","188","188","0.42631685733795166","0.42631685733795166","0.42631685733795166","187","187","187","0.4455069303512573","0.4455069303512573","0.4455069303512573"
"90","190","190","190","0.42168912291526794","0.42168912291526794","0.42168912291526794","190","190","190","0.4776597321033478","0.4776597321033478","0.4776597321033478","189","189","189","0.42294442653656006","0.42294442653656006","0.42294442653656006"
"91","192","192","192","0.5131241679191589","0.5131241679191589","0.5131241679191589","192","192","192","0.4622552990913391","0.4622552990913391","0.4622552990913391","191","191","191","0.4255956709384918","0.4255956709384918","0.4255956709384918"
"92","194","194","194","0.4689106047153473","0.4689106047153473","0.4689106047153473","194","194","194","0.4113912284374237","0.4113912284374237","0.4113912284374237","193","193","193","0.430073082447052","0.430073082447052","0.430073082447052"
"93","196","196","196","0.4637134373188019","0.4637134373188019","0.4637134373188019","196","196","196","0.4134103059768677","0.4134103059768677","0.4134103059768677","195","195","195","0.41936832666397095","0.41936832666397095","0.41936832666397095"
"94","198","198","198","0.431719571352005","0.431719571352005","0.431719571352005","198","198","198","0.43609076738357544","0.43609076738357544","0.43609076738357544","197","197","197","0.42408961057662964","0.42408961057662964","0.42408961057662964"
"95","200","200","200","0.43338996171951294","0.43338996171951294","0.43338996171951294","200","200","200","0.5485872626304626","0.5485872626304626","0.5485872626304626","199","199","199","0.4324031472206116","0.4324031472206116","0.4324031472206116"
"96","202","202","202","0.43833813071250916","0.43833813071250916","0.43833813071250916","202","202","202","0.4412292540073395","0.4412292540073395","0.4412292540073395","201","201","201","0.392322301864624","0.392322301864624","0.392322301864624"
"97","204","204","204","0.47269943356513977","0.47269943356513977","0.47269943356513977","204","204","204","0.434939444065094","0.434939444065094","0.434939444065094","203","203","203","0.4216861426830292","0.4216861426830292","0.4216861426830292"
"98","206","206","206","0.5130729675292969","0.5130729675292969","0.5130729675292969","206","206","206","0.517960250377655","0.517960250377655","0.517960250377655","205","205","205","0.41602298617362976","0.41602298617362976","0.41602298617362976"
"99","209","209","209","0.43207675218582153","0.43207675218582153","0.43207675218582153","209","209","209","0.43023866415023804","0.43023866415023804","0.43023866415023804","208","208","208","0.4428746998310089","0.4428746998310089","0.4428746998310089"
"100","211","211","211","0.4158337116241455","0.4158337116241455","0.4158337116241455","211","211","211","0.46719488501548767","0.46719488501548767","0.46719488501548767","210","210","210","0.4245710074901581","0.4245710074901581","0.4245710074901581"
"101","213","213","213","0.48087576031684875","0.48087576031684875","0.48087576031684875","213","213","213","0.40717971324920654","0.40717971324920654","0.40717971324920654","212","212","212","0.44356289505958557","0.44356289505958557","0.44356289505958557"
"102","215","215","215","0.43608230352401733","0.43608230352401733","0.43608230352401733","215","215","215","0.42936936020851135","0.42936936020851135","0.42936936020851135","214","214","214","0.450332909822464","0.450332909822464","0.450332909822464"
"103","217","217","217","0.4149840474128723","0.4149840474128723","0.4149840474128723","217","217","217","0.4123205840587616","0.4123205840587616","0.4123205840587616","216","216","216","0.39695098996162415","0.39695098996162415","0.39695098996162415"
"104","219","219","219","0.4576040208339691","0.4576040208339691","0.4576040208339691","219","219","219","0.4567849040031433","0.4567849040031433","0.4567849040031433","218","218","218","0.41284292936325073","0.41284292936325073","0.41284292936325073"
"105","221","221","221","0.4401290714740753","0.4401290714740753","0.4401290714740753","221","221","221","0.4865778386592865","0.4865778386592865","0.4865778386592865","220","220","220","0.44602519273757935","0.44602519273757935","0.44602519273757935"
"106","223","223","223","0.4616304636001587","0.4616304636001587","0.4616304636001587","223","223","223","0.3998343050479889","0.3998343050479889","0.3998343050479889","222","222","222","0.4006226658821106","0.4006226658821106","0.4006226658821106"
"107","225","225","225","0.4458782970905304","0.4458782970905304","0.4458782970905304","225","225","225","0.41374027729034424","0.41374027729034424","0.41374027729034424","224","224","224","0.4026969373226166","0.4026969373226166","0.4026969373226166"
"108","227","227","227","0.44226160645484924","0.44226160645484924","0.44226160645484924","227","227","227","0.4169164001941681","0.4169164001941681","0.4169164001941681","226","226","226","0.4051235020160675","0.4051235020160675","0.4051235020160675"
"109","230","230","230","0.42602479457855225","0.42602479457855225","0.42602479457855225","230","230","230","0.3874572813510895","0.3874572813510895","0.3874572813510895","229","229","229","0.41822201013565063","0.41822201013565063","0.41822201013565063"
"110","232","232","232","0.46273985505104065","0.46273985505104065","0.46273985505104065","232","232","232","0.4419240951538086","0.4419240951538086","0.4419240951538086","231","231","231","0.38617923855781555","0.38617923855781555","0.38617923855781555"
"111","234","234","234","0.4219215214252472","0.4219215214252472","0.4219215214252472","234","234","234","0.4036392867565155","0.4036392867565155","0.4036392867565155","233","233","233","0.40701213479042053","0.40701213479042053","0.40701213479042053"
"112","236","236","236","0.41904714703559875","0.41904714703559875","0.41904714703559875","236","236","236","0.4022802710533142","0.4022802710533142","0.4022802710533142","235","235","235","0.42228567600250244","0.42228567600250244","0.42228567600250244"
"113","238","238","238","0.416254460811615","0.416254460811615","0.416254460811615","238","238","238","0.41906535625457764","0.41906535625457764","0.41906535625457764","237","237","237","0.41974735260009766","0.41974735260009766","0.41974735260009766"
"114","240","240","240","0.43170663714408875","0.43170663714408875","0.43170663714408875","240","240","240","0.45785006880760193","0.45785006880760193","0.45785006880760193","239","239","239","0.42077189683914185","0.42077189683914185","0.42077189683914185"
"115","242","242","242","0.41931793093681335","0.41931793093681335","0.41931793093681335","242","242","242","0.42416152358055115","0.42416152358055115","0.42416152358055115","241","241","241","0.48762497305870056","0.48762497305870056","0.48762497305870056"
"116","244","244","244","0.42464199662208557","0.42464199662208557","0.42464199662208557","244","244","244","0.41972583532333374","0.41972583532333374","0.41972583532333374","243","243","243","0.44380444288253784","0.44380444288253784","0.44380444288253784"
"117","246","246","246","0.42880362272262573","0.42880362272262573","0.42880362272262573","246","246","246","0.42754867672920227","0.42754867672920227","0.42754867672920227","245","245","245","0.4225238263607025","0.4225238263607025","0.4225238263607025"
"118","248","248","248","0.4614281952381134","0.4614281952381134","0.4614281952381134","248","248","248","0.45835623145103455","0.45835623145103455","0.45835623145103455","247","247","247","0.4703688621520996","0.4703688621520996","0.4703688621520996"
"119","251","251","251","0.41169315576553345","0.41169315576553345","0.41169315576553345","251","251","251","0.4461177885532379","0.4461177885532379","0.4461177885532379","250","250","250","0.4277828335762024","0.4277828335762024","0.4277828335762024"
"120","253","253","253","0.4489852786064148","0.4489852786064148","0.4489852786064148","253","253","253","0.4429706335067749","0.4429706335067749","0.4429706335067749","252","252","252","0.44812852144241333","0.44812852144241333","0.44812852144241333"
"121","255","255","255","0.46055006980895996","0.46055006980895996","0.46055006980895996","255","255","255","0.4209018349647522","0.4209018349647522","0.4209018349647522","254","254","254","0.4438001811504364","0.4438001811504364","0.4438001811504364"
"122","257","257","257","0.41051366925239563","0.41051366925239563","0.41051366925239563","257","257","257","0.4048354923725128","0.4048354923725128","0.4048354923725128","256","256","256","0.4220208525657654","0.4220208525657654","0.4220208525657654"
"123","259","259","259","0.42832151055336","0.42832151055336","0.42832151055336","259","259","259","0.40806031227111816","0.40806031227111816","0.40806031227111816","258","258","258","0.4393516778945923","0.4393516778945923","0.4393516778945923"
"124","261","261","261","0.45929425954818726","0.45929425954818726","0.45929425954818726","261","261","261","0.4264379143714905","0.4264379143714905","0.4264379143714905","260","260","260","0.425193190574646","0.425193190574646","0.425193190574646"
"125","263","263","263","0.46402278542518616","0.46402278542518616","0.46402278542518616","263","263","263","0.4529949128627777","0.4529949128627777","0.4529949128627777","262","262","262","0.4909060001373291","0.4909060001373291","0.4909060001373291"
"126","265","265","265","0.4540664255619049","0.4540664255619049","0.4540664255619049","265","265","265","0.409444123506546","0.409444123506546","0.409444123506546","264","264","264","0.4339396357536316","0.4339396357536316","0.4339396357536316"
"127","267","267","267","0.48264339566230774","0.48264339566230774","0.48264339566230774","267","267","267","0.40100374817848206","0.40100374817848206","0.40100374817848206","266","266","266","0.4129473865032196","0.4129473865032196","0.4129473865032196"
"128","269","269","269","0.439347505569458","0.439347505569458","0.439347505569458","269","269","269","0.4237048327922821","0.4237048327922821","0.4237048327922821","268","268","268","0.44214388728141785","0.44214388728141785","0.44214388728141785"
"129","272","272","272","0.4613616466522217","0.4613616466522217","0.4613616466522217","272","272","272","0.4908411502838135","0.4908411502838135","0.4908411502838135","271","271","271","0.4325263202190399","0.4325263202190399","0.4325263202190399"
"130","274","274","274","0.4309841990470886","0.4309841990470886","0.4309841990470886","274","274","274","0.44730180501937866","0.44730180501937866","0.44730180501937866","273","273","273","0.42599987983703613","0.42599987983703613","0.42599987983703613"
"131","276","276","276","0.47045767307281494","0.47045767307281494","0.47045767307281494","276","276","276","0.47801730036735535","0.47801730036735535","0.47801730036735535","275","275","275","0.38648930191993713","0.38648930191993713","0.38648930191993713"
"132","278","278","278","0.49254515767097473","0.49254515767097473","0.49254515767097473","278","278","278","0.42554786801338196","0.42554786801338196","0.42554786801338196","277","277","277","0.4818256199359894","0.4818256199359894","0.4818256199359894"
"133","280","280","280","0.509402871131897","0.509402871131897","0.509402871131897","280","280","280","0.48196521401405334","0.48196521401405334","0.48196521401405334","279","279","279","0.5164933204650879","0.5164933204650879","0.5164933204650879"
"134","282","282","282","0.44354090094566345","0.44354090094566345","0.44354090094566345","282","282","282","0.4246480166912079","0.4246480166912079","0.4246480166912079","281","281","281","0.43970924615859985","0.43970924615859985","0.43970924615859985"
"135","284","284","284","0.477076917886734","0.477076917886734","0.477076917886734","284","284","284","0.4097275137901306","0.4097275137901306","0.4097275137901306","283","283","283","0.48424214124679565","0.48424214124679565","0.48424214124679565"
"136","286","286","286","0.4464954137802124","0.4464954137802124","0.4464954137802124","286","286","286","0.48939114809036255","0.48939114809036255","0.48939114809036255","285","285","285","0.4432452619075775","0.4432452619075775","0.4432452619075775"
"137","288","288","288","0.4729340076446533","0.4729340076446533","0.4729340076446533","288","288","288","0.47366800904273987","0.47366800904273987","0.47366800904273987","287","287","287","0.44524744153022766","0.44524744153022766","0.44524744153022766"
"138","290","290","290","0.48236119747161865","0.48236119747161865","0.48236119747161865","290","290","290","0.4772752821445465","0.4772752821445465","0.4772752821445465","289","289","289","0.45063385367393494","0.45063385367393494","0.45063385367393494"
"139","293","293","293","0.46498554944992065","0.46498554944992065","0.46498554944992065","293","293","293","0.4389207065105438","0.4389207065105438","0.4389207065105438","292","292","292","0.4557686150074005","0.4557686150074005","0.4557686150074005"
"140","295","295","295","0.46583878993988037","0.46583878993988037","0.46583878993988037","295","295","295","0.44587287306785583","0.44587287306785583","0.44587287306785583","294","294","294","0.42603689432144165","0.42603689432144165","0.42603689432144165"
"141","297","297","297","0.44722479581832886","0.44722479581832886","0.44722479581832886","297","297","297","0.4294842481613159","0.4294842481613159","0.4294842481613159","296","296","296","0.4392696022987366","0.4392696022987366","0.4392696022987366"
"142","299","299","299","0.4640224575996399","0.4640224575996399","0.4640224575996399","299","299","299","0.45773741602897644","0.45773741602897644","0.45773741602897644","298","298","298","0.4379296898841858","0.4379296898841858","0.4379296898841858"
"143","301","301","301","0.435502827167511","0.435502827167511","0.435502827167511","301","301","301","0.46506980061531067","0.46506980061531067","0.46506980061531067","300","300","300","0.4182484447956085","0.4182484447956085","0.4182484447956085"
"144","303","303","303","0.49206438660621643","0.49206438660621643","0.49206438660621643","303","303","303","0.47387227416038513","0.47387227416038513","0.47387227416038513","302","302","302","0.44438377022743225","0.44438377022743225","0.44438377022743225"
"145","305","305","305","0.4685056209564209","0.4685056209564209","0.4685056209564209","305","305","305","0.457611620426178","0.457611620426178","0.457611620426178","304","304","304","0.4693572521209717","0.4693572521209717","0.4693572521209717"
"146","307","307","307","0.4686959385871887","0.4686959385871887","0.4686959385871887","307","307","307","0.44769418239593506","0.44769418239593506","0.44769418239593506","306","306","306","0.5080308318138123","0.5080308318138123","0.5080308318138123"
"147","309","309","309","0.4477114975452423","0.4477114975452423","0.4477114975452423","309","309","309","0.4712875783443451","0.4712875783443451","0.4712875783443451","308","308","308","0.4602459967136383","0.4602459967136383","0.4602459967136383"
"148","311","311","311","0.44712457060813904","0.44712457060813904","0.44712457060813904","311","311","311","0.4609675109386444","0.4609675109386444","0.4609675109386444","310","310","310","0.4566197991371155","0.4566197991371155","0.4566197991371155"
"149","314","314","314","0.506272554397583","0.506272554397583","0.506272554397583","314","314","314","0.44262874126434326","0.44262874126434326","0.44262874126434326","313","313","313","0.4460494816303253","0.4460494816303253","0.4460494816303253"