"epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/clipfrac_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/clipfrac_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/clipfrac_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/clipfrac_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/clipfrac_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/clipfrac_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/clipfrac_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/clipfrac_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/clipfrac_epoch__MAX"
"72","152","152","152","0.004682539496570826","0.004682539496570826","0.004682539496570826","152","152","152","0.005079364869743586","0.005079364869743586","0.005079364869743586","151","151","151","0.0034656082279980183","0.0034656082279980183","0.0034656082279980183"
"73","154","154","154","0.0059523805975914","0.0059523805975914","0.0059523805975914","154","154","154","0.006851851940155029","0.006851851940155029","0.006851851940155029","153","153","153","0.003915343899279833","0.003915343899279833","0.003915343899279833"
"74","156","156","156","0.006693121511489153","0.006693121511489153","0.006693121511489153","156","156","156","0.004470899701118469","0.004470899701118469","0.004470899701118469","155","155","155","0.006005290895700455","0.006005290895700455","0.006005290895700455"
"75","158","158","158","0.005105820018798113","0.005105820018798113","0.005105820018798113","158","158","158","0.006825396791100502","0.006825396791100502","0.006825396791100502","157","157","157","0.005608465522527695","0.005608465522527695","0.005608465522527695"
"76","160","160","160","0.008597883395850658","0.008597883395850658","0.008597883395850658","160","160","160","0.007804232649505138","0.007804232649505138","0.007804232649505138","159","159","159","0.004576719366014004","0.004576719366014004","0.004576719366014004"
"77","162","162","162","0.006269841454923153","0.006269841454923153","0.006269841454923153","162","162","162","0.0073015871457755566","0.0073015871457755566","0.0073015871457755566","161","161","161","0.005978835746645927","0.005978835746645927","0.005978835746645927"
"78","164","164","164","0.008703703060746193","0.008703703060746193","0.008703703060746193","164","164","164","0.0075661372393369675","0.0075661372393369675","0.0075661372393369675","163","163","163","0.007222222164273262","0.007222222164273262","0.007222222164273262"
"79","167","167","167","0.009682539850473404","0.009682539850473404","0.009682539850473404","167","167","167","0.006984126754105091","0.006984126754105091","0.006984126754105091","166","166","166","0.007460317574441433","0.007460317574441433","0.007460317574441433"
"80","169","169","169","0.009179893881082535","0.009179893881082535","0.009179893881082535","169","169","169","0.005634920671582222","0.005634920671582222","0.005634920671582222","168","168","168","0.008756613358855247","0.008756613358855247","0.008756613358855247"
"81","171","171","171","0.009735450148582458","0.009735450148582458","0.009735450148582458","171","171","171","0.007751322351396084","0.007751322351396084","0.007751322351396084","170","170","170","0.007619047537446022","0.007619047537446022","0.007619047537446022"
"82","173","173","173","0.00923280417919159","0.00923280417919159","0.00923280417919159","173","173","173","0.00753968209028244","0.00753968209028244","0.00753968209028244","172","172","172","0.007380952127277851","0.007380952127277851","0.007380952127277851"
"83","175","175","175","0.011481480672955513","0.011481480672955513","0.011481480672955513","175","175","175","0.007248677313327789","0.007248677313327789","0.007248677313327789","174","174","174","0.009576719254255295","0.009576719254255295","0.009576719254255295"
"84","177","177","177","0.0110582010820508","0.0110582010820508","0.0110582010820508","177","177","177","0.008703703060746193","0.008703703060746193","0.008703703060746193","176","176","176","0.009947089478373528","0.009947089478373528","0.009947089478373528"
"85","179","179","179","0.011851850897073746","0.011851850897073746","0.011851850897073746","179","179","179","0.007962962612509727","0.007962962612509727","0.007962962612509727","178","178","178","0.010476190596818924","0.010476190596818924","0.010476190596818924"
"86","181","181","181","0.013359787873923779","0.013359787873923779","0.013359787873923779","181","181","181","0.010079365223646164","0.010079365223646164","0.010079365223646164","180","180","180","0.012486772611737251","0.012486772611737251","0.012486772611737251"
"87","183","183","183","0.011137565597891808","0.011137565597891808","0.011137565597891808","183","183","183","0.01230158656835556","0.01230158656835556","0.01230158656835556","182","182","182","0.011878306977450848","0.011878306977450848","0.011878306977450848"
"88","185","185","185","0.01804232783615589","0.01804232783615589","0.01804232783615589","185","185","185","0.008783068507909775","0.008783068507909775","0.008783068507909775","184","184","184","0.010925926268100739","0.010925926268100739","0.010925926268100739"
"89","188","188","188","0.017830688506364822","0.017830688506364822","0.017830688506364822","188","188","188","0.009920634329319","0.009920634329319","0.009920634329319","187","187","187","0.0130423279479146","0.0130423279479146","0.0130423279479146"
"90","190","190","190","0.023835977539420128","0.023835977539420128","0.023835977539420128","190","190","190","0.008783068507909775","0.008783068507909775","0.008783068507909775","189","189","189","0.013703702948987484","0.013703702948987484","0.013703702948987484"
"91","192","192","192","0.017724867910146713","0.017724867910146713","0.017724867910146713","192","192","192","0.012037036940455437","0.012037036940455437","0.012037036940455437","191","191","191","0.01320105791091919","0.01320105791091919","0.01320105791091919"
"92","194","194","194","0.016931217163801193","0.016931217163801193","0.016931217163801193","194","194","194","0.012275131419301033","0.012275131419301033","0.012275131419301033","193","193","193","0.014894179999828339","0.014894179999828339","0.014894179999828339"
"93","196","196","196","0.01962962932884693","0.01962962932884693","0.01962962932884693","196","196","196","0.011084655299782753","0.011084655299782753","0.011084655299782753","195","195","195","0.01468253880739212","0.01468253880739212","0.01468253880739212"
"94","198","198","198","0.014920634217560291","0.014920634217560291","0.014920634217560291","198","198","198","0.014206348918378353","0.014206348918378353","0.014206348918378353","197","197","197","0.014312168583273888","0.014312168583273888","0.014312168583273888"
"95","200","200","200","0.016798941418528557","0.016798941418528557","0.016798941418528557","200","200","200","0.0138888880610466","0.0138888880610466","0.0138888880610466","199","199","199","0.014126984402537346","0.014126984402537346","0.014126984402537346"
"96","202","202","202","0.020370369777083397","0.020370369777083397","0.020370369777083397","202","202","202","0.013465607538819313","0.013465607538819313","0.013465607538819313","201","201","201","0.0150264548137784","0.0150264548137784","0.0150264548137784"
"97","204","204","204","0.016031745821237564","0.016031745821237564","0.016031745821237564","204","204","204","0.012936508283019066","0.012936508283019066","0.012936508283019066","203","203","203","0.015317460522055626","0.015317460522055626","0.015317460522055626"
"98","206","206","206","0.019470900297164917","0.019470900297164917","0.019470900297164917","206","206","206","0.01552910078316927","0.01552910078316927","0.01552910078316927","205","205","205","0.014444444328546524","0.014444444328546524","0.014444444328546524"
"99","209","209","209","0.021190475672483444","0.021190475672483444","0.021190475672483444","209","209","209","0.014021163806319237","0.014021163806319237","0.014021163806319237","208","208","208","0.014523809775710106","0.014523809775710106","0.014523809775710106"
"100","211","211","211","0.02756613679230213","0.02756613679230213","0.02756613679230213","211","211","211","0.016825396567583084","0.016825396567583084","0.016825396567583084","210","210","210","0.021481480449438095","0.021481480449438095","0.021481480449438095"
"101","213","213","213","0.0257936492562294","0.0257936492562294","0.0257936492562294","213","213","213","0.015925925225019455","0.015925925225019455","0.015925925225019455","212","212","212","0.017777778208255768","0.017777778208255768","0.017777778208255768"
"102","215","215","215","0.021296296268701553","0.021296296268701553","0.021296296268701553","215","215","215","0.021402116864919662","0.021402116864919662","0.021402116864919662","214","214","214","0.019285714253783226","0.019285714253783226","0.019285714253783226"
"103","217","217","217","0.025158729404211044","0.025158729404211044","0.025158729404211044","217","217","217","0.019920634105801582","0.019920634105801582","0.019920634105801582","216","216","216","0.020158730447292328","0.020158730447292328","0.020158730447292328"
"104","219","219","219","0.021111110225319862","0.021111110225319862","0.021111110225319862","219","219","219","0.02280423231422901","0.02280423231422901","0.02280423231422901","218","218","218","0.01666666567325592","0.01666666567325592","0.01666666567325592"
"105","221","221","221","0.022592592984437943","0.022592592984437943","0.022592592984437943","221","221","221","0.021560845896601677","0.021560845896601677","0.021560845896601677","220","220","220","0.017698412761092186","0.017698412761092186","0.017698412761092186"
"106","223","223","223","0.02082010544836521","0.02082010544836521","0.02082010544836521","223","223","223","0.02164021134376526","0.02164021134376526","0.02164021134376526","222","222","222","0.017830686643719673","0.017830686643719673","0.017830686643719673"
"107","225","225","225","0.01955026388168335","0.01955026388168335","0.01955026388168335","225","225","225","0.020291004329919815","0.020291004329919815","0.020291004329919815","224","224","224","0.018227513879537582","0.018227513879537582","0.018227513879537582"
"108","227","227","227","0.021058199927210808","0.021058199927210808","0.021058199927210808","227","227","227","0.019470898434519768","0.019470898434519768","0.019470898434519768","226","226","226","0.0201322752982378","0.0201322752982378","0.0201322752982378"
"109","230","230","230","0.02301587164402008","0.02301587164402008","0.02301587164402008","230","230","230","0.020978834480047226","0.020978834480047226","0.020978834480047226","229","229","229","0.017380952835083008","0.017380952835083008","0.017380952835083008"
"110","232","232","232","0.023571427911520004","0.023571427911520004","0.023571427911520004","232","232","232","0.02034391462802887","0.02034391462802887","0.02034391462802887","231","231","231","0.016719575971364975","0.016719575971364975","0.016719575971364975"
"111","234","234","234","0.022063491865992546","0.022063491865992546","0.022063491865992546","234","234","234","0.01965608447790146","0.01965608447790146","0.01965608447790146","233","233","233","0.020079365000128746","0.020079365000128746","0.020079365000128746"
"112","236","236","236","0.023862432688474655","0.023862432688474655","0.023862432688474655","236","236","236","0.024867724627256393","0.024867724627256393","0.024867724627256393","235","235","235","0.023333333432674408","0.023333333432674408","0.023333333432674408"
"113","238","238","238","0.020978834480047226","0.020978834480047226","0.020978834480047226","238","238","238","0.02023809403181076","0.02023809403181076","0.02023809403181076","237","237","237","0.021111110225319862","0.021111110225319862","0.021111110225319862"
"114","240","240","240","0.021666666492819786","0.021666666492819786","0.021666666492819786","240","240","240","0.019312169402837753","0.019312169402837753","0.019312169402837753","239","239","239","0.02074074000120163","0.02074074000120163","0.02074074000120163"
"115","242","242","242","0.019523808732628822","0.019523808732628822","0.019523808732628822","242","242","242","0.02320105768740177","0.02320105768740177","0.02320105768740177","241","241","241","0.020370369777083397","0.020370369777083397","0.020370369777083397"
"116","244","244","244","0.025767195969820023","0.025767195969820023","0.025767195969820023","244","244","244","0.02071428671479225","0.02071428671479225","0.02071428671479225","243","243","243","0.02240740694105625","0.02240740694105625","0.02240740694105625"
"117","246","246","246","0.019126983359456062","0.019126983359456062","0.019126983359456062","246","246","246","0.018968254327774048","0.018968254327774048","0.018968254327774048","245","245","245","0.021269841119647026","0.021269841119647026","0.021269841119647026"
"118","248","248","248","0.026851851493120193","0.026851851493120193","0.026851851493120193","248","248","248","0.017328042536973953","0.017328042536973953","0.017328042536973953","247","247","247","0.02600529044866562","0.02600529044866562","0.02600529044866562"
"119","251","251","251","0.02756613679230213","0.02756613679230213","0.02756613679230213","251","251","251","0.02042328007519245","0.02042328007519245","0.02042328007519245","250","250","250","0.02716931141912937","0.02716931141912937","0.02716931141912937"
"120","253","253","253","0.026216931641101837","0.026216931641101837","0.026216931641101837","253","253","253","0.020873015746474266","0.020873015746474266","0.020873015746474266","252","252","252","0.02211640030145645","0.02211640030145645","0.02211640030145645"
"121","255","255","255","0.028518516570329666","0.028518516570329666","0.028518516570329666","255","255","255","0.022777777165174484","0.022777777165174484","0.022777777165174484","254","254","254","0.02034391462802887","0.02034391462802887","0.02034391462802887"
"122","257","257","257","0.03748676925897598","0.03748676925897598","0.03748676925897598","257","257","257","0.0218253955245018","0.0218253955245018","0.0218253955245018","256","256","256","0.023333333432674408","0.023333333432674408","0.023333333432674408"
"123","259","259","259","0.026931215077638626","0.026931215077638626","0.026931215077638626","259","259","259","0.023968253284692764","0.023968253284692764","0.023968253284692764","258","258","258","0.025343913584947586","0.025343913584947586","0.025343913584947586"
"124","261","261","261","0.031084656715393066","0.031084656715393066","0.031084656715393066","261","261","261","0.030582010746002197","0.030582010746002197","0.030582010746002197","260","260","260","0.02648147940635681","0.02648147940635681","0.02648147940635681"
"125","263","263","263","0.0291798934340477","0.0291798934340477","0.0291798934340477","263","263","263","0.034391533583402634","0.034391533583402634","0.034391533583402634","262","262","262","0.027116401121020317","0.027116401121020317","0.027116401121020317"
"126","265","265","265","0.026931216940283775","0.026931216940283775","0.026931216940283775","265","265","265","0.02637566067278385","0.02637566067278385","0.02637566067278385","264","264","264","0.027724865823984146","0.027724865823984146","0.027724865823984146"
"127","267","267","267","0.035079363733530045","0.035079363733530045","0.035079363733530045","267","267","267","0.02857142873108387","0.02857142873108387","0.02857142873108387","266","266","266","0.024973545223474503","0.024973545223474503","0.024973545223474503"
"128","269","269","269","0.02748677134513855","0.02748677134513855","0.02748677134513855","269","269","269","0.02232804149389267","0.02232804149389267","0.02232804149389267","268","268","268","0.03243386000394821","0.03243386000394821","0.03243386000394821"
"129","272","272","272","0.032989419996738434","0.032989419996738434","0.032989419996738434","272","272","272","0.026746030896902084","0.026746030896902084","0.026746030896902084","271","271","271","0.027724867686629295","0.027724867686629295","0.027724867686629295"
"130","274","274","274","0.025952380150556564","0.025952380150556564","0.025952380150556564","274","274","274","0.022936508059501648","0.022936508059501648","0.022936508059501648","273","273","273","0.034894175827503204","0.034894175827503204","0.034894175827503204"
"131","276","276","276","0.032275132834911346","0.032275132834911346","0.032275132834911346","276","276","276","0.03354497253894806","0.03354497253894806","0.03354497253894806","275","275","275","0.02727513201534748","0.02727513201534748","0.02727513201534748"
"132","278","278","278","0.030529100447893143","0.030529100447893143","0.030529100447893143","278","278","278","0.037063490599393845","0.037063490599393845","0.037063490599393845","277","277","277","0.02915343828499317","0.02915343828499317","0.02915343828499317"
"133","280","280","280","0.031190477311611176","0.031190477311611176","0.031190477311611176","280","280","280","0.03275132179260254","0.03275132179260254","0.03275132179260254","279","279","279","0.02955026365816593","0.02955026365816593","0.02955026365816593"
"134","282","282","282","0.034656085073947906","0.034656085073947906","0.034656085073947906","282","282","282","0.027619047090411186","0.027619047090411186","0.027619047090411186","281","281","281","0.023888887837529182","0.023888887837529182","0.023888887837529182"
"135","284","284","284","0.034497350454330444","0.034497350454330444","0.034497350454330444","284","284","284","0.031587302684783936","0.031587302684783936","0.031587302684783936","283","283","283","0.029708992689847946","0.029708992689847946","0.029708992689847946"
"136","286","286","286","0.03177248686552048","0.03177248686552048","0.03177248686552048","286","286","286","0.039841268211603165","0.039841268211603165","0.039841268211603165","285","285","285","0.03222221881151199","0.03222221881151199","0.03222221881151199"
"137","288","288","288","0.038730159401893616","0.038730159401893616","0.038730159401893616","288","288","288","0.035185184329748154","0.035185184329748154","0.035185184329748154","287","287","287","0.03404761850833893","0.03404761850833893","0.03404761850833893"
"138","290","290","290","0.03679893910884857","0.03679893910884857","0.03679893910884857","290","290","290","0.0323280431330204","0.0323280431330204","0.0323280431330204","289","289","289","0.03719576448202133","0.03719576448202133","0.03719576448202133"
"139","293","293","293","0.03574074059724808","0.03574074059724808","0.03574074059724808","293","293","293","0.02320105768740177","0.02320105768740177","0.02320105768740177","292","292","292","0.038333334028720856","0.038333334028720856","0.038333334028720856"
"140","295","295","295","0.03193121775984764","0.03193121775984764","0.03193121775984764","295","295","295","0.02698412537574768","0.02698412537574768","0.02698412537574768","294","294","294","0.03732804208993912","0.03732804208993912","0.03732804208993912"
"141","297","297","297","0.028809523209929466","0.028809523209929466","0.028809523209929466","297","297","297","0.03370370343327522","0.03370370343327522","0.03370370343327522","296","296","296","0.036587297916412354","0.036587297916412354","0.036587297916412354"
"142","299","299","299","0.03394179791212082","0.03394179791212082","0.03394179791212082","299","299","299","0.0291798934340477","0.0291798934340477","0.0291798934340477","298","298","298","0.032275132834911346","0.032275132834911346","0.032275132834911346"
"143","301","301","301","0.03902116417884827","0.03902116417884827","0.03902116417884827","301","301","301","0.0345502644777298","0.0345502644777298","0.0345502644777298","300","300","300","0.035370368510484695","0.035370368510484695","0.035370368510484695"
"144","303","303","303","0.03166666626930237","0.03166666626930237","0.03166666626930237","303","303","303","0.026931215077638626","0.026931215077638626","0.026931215077638626","302","302","302","0.03156084567308426","0.03156084567308426","0.03156084567308426"
"145","305","305","305","0.028730157762765884","0.028730157762765884","0.028730157762765884","305","305","305","0.024867724627256393","0.024867724627256393","0.024867724627256393","304","304","304","0.03193121403455734","0.03193121403455734","0.03193121403455734"
"146","307","307","307","0.0345502644777298","0.0345502644777298","0.0345502644777298","307","307","307","0.024074073880910873","0.024074073880910873","0.024074073880910873","306","306","306","0.031984128057956696","0.031984128057956696","0.031984128057956696"
"147","309","309","309","0.033677250146865845","0.033677250146865845","0.033677250146865845","309","309","309","0.028888888657093048","0.028888888657093048","0.028888888657093048","308","308","308","0.034973546862602234","0.034973546862602234","0.034973546862602234"
"148","311","311","311","0.036296296864748","0.036296296864748","0.036296296864748","311","311","311","0.026137566193938255","0.026137566193938255","0.026137566193938255","310","310","310","0.036481477320194244","0.036481477320194244","0.036481477320194244"
"149","314","314","314","0.024365078657865524","0.024365078657865524","0.024365078657865524","314","314","314","0.029761902987957","0.029761902987957","0.029761902987957","313","313","313","0.02976190485060215","0.02976190485060215","0.02976190485060215"